battery_id,order_id,battery_name_id,quantity,order_date,order_time,unit_price,total_price,battery_size,battery_category,battery_specifications,battery_name
494,19706,quick_swap_power_pack_id,1,05-10-2024,17:02:20,26045.55,26045.55,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
495,6126,generic_lithium_ion_pack_id,1,01-08-2024,17:06:54,44683.67,44683.67,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
496,11815,high_capacity_li_ion_id,1,10-08-2024,12:28:50,89670.1,89670.1,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
497,6875,universal_battery_pack_id,1,14-06-2024,21:30:16,69665.43,69665.43,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
498,9545,high_capacity_li_ion_id,1,28-12-2024,17:14:17,75758.82,75758.82,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
499,13188,universal_battery_pack_id,1,11-10-2024,18:07:29,30983.88,30983.88,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
500,6643,universal_battery_pack_id,1,14-09-2024,12:24:35,68197.42,68197.42,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
501,171,quick_swap_power_pack_id,1,29-07-2024,17:23:03,40115.1,40115.1,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
502,8482,quick_swap_power_pack_id,1,04-09-2024,18:10:16,45775.08,45775.08,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
503,14269,intelligent_power_pack_id,1,28-11-2024,18:13:59,29797.54,29797.54,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
504,2988,high_capacity_li_ion_id,1,13-04-2024,17:42:25,90969.25,90969.25,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
505,4760,universal_battery_pack_id,1,24-03-2024,17:26:32,37333.63,37333.63,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
506,15473,quick_swap_power_pack_id,1,22-05-2024,11:50:09,45337.71,45337.71,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
507,838,high_capacity_li_ion_id,1,22-02-2024,20:33:57,67883.54,67883.54,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
508,18924,universal_battery_pack_id,1,23-03-2024,17:57:18,36027.62,36027.62,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
509,2824,quick_swap_power_pack_id,1,31-01-2024,19:55:28,37892.52,37892.52,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
510,7654,quick_swap_power_pack_id,1,19-12-2024,12:35:57,38571.84,38571.84,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
511,16746,intelligent_power_pack_id,1,15-10-2024,16:43:44,29278.61,29278.61,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
512,13948,high_capacity_li_ion_id,1,01-01-2024,12:18:36,108761.68,108761.68,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
513,4718,high_capacity_li_ion_id,1,09-02-2024,21:11:17,119085.35,119085.35,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
514,16498,high_capacity_li_ion_id,1,27-04-2024,12:47:27,109194.31,109194.31,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
515,21102,generic_lithium_ion_pack_id,1,27-07-2024,21:00:25,40728.58,40728.58,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
516,14057,generic_lithium_ion_pack_id,1,20-12-2024,19:18:14,40279.47,40279.47,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
517,18892,universal_battery_pack_id,1,30-11-2024,12:48:43,55758.67,55758.67,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
518,10352,quick_swap_power_pack_id,1,03-10-2024,14:23:23,39350.47,39350.47,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
519,8404,intelligent_power_pack_id,1,26-11-2024,14:03:40,48506.76,48506.76,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
520,20971,generic_lithium_ion_pack_id,1,29-06-2024,16:34:38,52095.8,52095.8,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
521,7175,universal_battery_pack_id,1,10-06-2024,12:04:42,48298.42,48298.42,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
522,4233,generic_lithium_ion_pack_id,1,18-04-2024,12:26:06,63912.89,63912.89,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
523,7725,universal_battery_pack_id,1,05-03-2024,15:45:52,60173.34,60173.34,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
524,9284,universal_battery_pack_id,1,11-02-2024,15:15:15,65376.15,65376.15,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
525,14089,universal_battery_pack_id,1,12-09-2024,14:45:56,33205.06,33205.06,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
526,7809,intelligent_power_pack_id,1,23-07-2024,19:17:30,41205.71,41205.71,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
527,13169,intelligent_power_pack_id,1,19-11-2024,16:03:22,39502.33,39502.33,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
528,4440,quick_swap_power_pack_id,1,10-03-2024,16:47:41,32991.6,32991.6,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
529,12746,generic_lithium_ion_pack_id,2,14-04-2024,14:30:06,48360.81,96721.61,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
530,17838,universal_battery_pack_id,1,20-12-2024,17:37:07,39910.31,39910.31,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
531,2481,universal_battery_pack_id,1,07-05-2024,12:54:36,53648.63,53648.63,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
532,219,quick_swap_power_pack_id,1,19-07-2024,14:42:01,33344.2,33344.2,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
533,13212,universal_battery_pack_id,1,31-05-2024,21:22:11,60805.95,60805.95,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
534,13716,generic_lithium_ion_pack_id,1,21-07-2024,11:52:01,31150.89,31150.89,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
535,18163,quick_swap_power_pack_id,1,30-12-2024,13:01:56,30365.97,30365.97,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
536,2752,generic_lithium_ion_pack_id,1,27-04-2024,17:29:20,68442.08,68442.08,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
537,16871,generic_lithium_ion_pack_id,1,11-08-2024,19:27:07,38741.37,38741.37,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
538,7601,generic_lithium_ion_pack_id,1,25-07-2024,14:15:04,66117.84,66117.84,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
539,20075,quick_swap_power_pack_id,1,25-05-2024,18:59:31,47901.7,47901.7,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
540,15835,quick_swap_power_pack_id,1,15-02-2024,13:00:31,47539.88,47539.88,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
541,15175,universal_battery_pack_id,1,23-07-2024,14:14:32,34181.2,34181.2,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
542,18149,intelligent_power_pack_id,1,28-11-2024,11:25:22,25658.6,25658.6,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
543,13156,high_capacity_li_ion_id,1,16-12-2024,12:34:12,112155.12,112155.12,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
544,3320,high_capacity_li_ion_id,1,15-01-2024,17:09:14,99530.19,99530.19,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
545,3286,universal_battery_pack_id,1,20-07-2024,11:50:16,66076.21,66076.21,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
546,10007,quick_swap_power_pack_id,1,04-06-2024,12:57:10,40626.15,40626.15,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
547,394,intelligent_power_pack_id,1,29-02-2024,14:02:18,25544.7,25544.7,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
548,18666,high_capacity_li_ion_id,1,22-06-2024,19:40:11,85403.1,85403.1,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
549,6814,generic_lithium_ion_pack_id,1,20-01-2024,22:05:21,53004.31,53004.31,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
550,16651,universal_battery_pack_id,1,31-10-2024,19:11:48,52806.21,52806.21,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
551,432,intelligent_power_pack_id,1,03-06-2024,11:39:07,40931.71,40931.71,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
552,2278,universal_battery_pack_id,1,02-06-2024,19:02:51,69199.86,69199.86,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
553,3786,generic_lithium_ion_pack_id,1,26-09-2024,15:48:08,55794.13,55794.13,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
554,10003,high_capacity_li_ion_id,1,05-01-2024,12:42:25,104931.22,104931.22,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
555,16390,universal_battery_pack_id,1,28-04-2024,14:16:28,35602.54,35602.54,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
556,15902,high_capacity_li_ion_id,1,08-04-2024,15:14:11,64737.53,64737.53,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
557,4144,quick_swap_power_pack_id,1,20-02-2024,16:20:07,25822.27,25822.27,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
558,17749,universal_battery_pack_id,1,10-12-2024,11:42:04,65943.33,65943.33,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
559,7773,generic_lithium_ion_pack_id,1,25-04-2024,13:04:25,38866.85,38866.85,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
560,16102,quick_swap_power_pack_id,1,13-10-2024,19:14:35,26244.19,26244.19,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
561,3069,intelligent_power_pack_id,1,21-01-2024,20:47:39,33523.0,33523.0,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
562,13814,high_capacity_li_ion_id,1,19-02-2024,18:00:24,66670.2,66670.2,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
563,6427,quick_swap_power_pack_id,1,08-04-2024,18:25:04,46815.22,46815.22,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
564,6749,generic_lithium_ion_pack_id,1,10-07-2024,22:37:52,60017.43,60017.43,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
565,16573,quick_swap_power_pack_id,1,30-07-2024,13:52:21,46297.62,46297.62,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
566,15466,quick_swap_power_pack_id,1,15-09-2024,21:54:58,42339.99,42339.99,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
567,1334,quick_swap_power_pack_id,1,01-12-2024,13:00:58,36568.98,36568.98,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
568,7613,generic_lithium_ion_pack_id,1,03-05-2024,17:21:38,59349.96,59349.96,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
569,18937,high_capacity_li_ion_id,1,02-09-2024,19:13:57,105946.12,105946.12,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
570,10782,quick_swap_power_pack_id,1,02-02-2024,18:09:41,34655.94,34655.94,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
571,13392,high_capacity_li_ion_id,1,21-07-2024,20:28:28,91380.5,91380.5,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
572,9052,high_capacity_li_ion_id,1,15-09-2024,14:31:16,68116.2,68116.2,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
573,18802,high_capacity_li_ion_id,1,25-12-2024,12:46:22,95237.76,95237.76,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
574,18187,generic_lithium_ion_pack_id,1,30-11-2024,17:54:07,57109.46,57109.46,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
575,19332,intelligent_power_pack_id,1,01-04-2024,15:52:06,38218.98,38218.98,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
576,3908,generic_lithium_ion_pack_id,1,30-09-2024,18:17:47,68404.99,68404.99,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
577,8510,generic_lithium_ion_pack_id,1,23-11-2024,22:15:52,34825.5,34825.5,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
578,17601,universal_battery_pack_id,1,17-12-2024,17:53:06,40464.33,40464.33,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
579,11385,intelligent_power_pack_id,1,07-01-2024,18:42:17,47167.74,47167.74,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
580,17316,universal_battery_pack_id,1,10-11-2024,19:00:13,38723.34,38723.34,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
581,5107,universal_battery_pack_id,1,30-11-2024,18:15:26,39320.83,39320.83,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
582,7908,universal_battery_pack_id,1,08-01-2024,14:53:14,49321.64,49321.64,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
583,2702,quick_swap_power_pack_id,1,19-01-2024,18:54:29,47384.14,47384.14,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
584,18361,quick_swap_power_pack_id,1,28-07-2024,16:17:20,40072.16,40072.16,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
585,6895,quick_swap_power_pack_id,1,25-01-2024,14:01:20,36142.13,36142.13,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
586,20132,high_capacity_li_ion_id,1,16-02-2024,19:49:39,105474.17,105474.17,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
587,11158,universal_battery_pack_id,1,15-07-2024,20:07:01,68149.72,68149.72,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
588,1411,intelligent_power_pack_id,1,05-11-2024,16:36:53,47925.96,47925.96,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
589,10230,generic_lithium_ion_pack_id,1,15-05-2024,13:19:02,59630.27,59630.27,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
590,4911,high_capacity_li_ion_id,1,09-01-2024,16:50:08,82256.73,82256.73,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
591,8585,high_capacity_li_ion_id,1,17-02-2024,13:25:13,61876.13,61876.13,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
592,13235,universal_battery_pack_id,1,03-03-2024,14:12:12,51548.75,51548.75,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
593,15500,generic_lithium_ion_pack_id,1,05-02-2024,15:13:31,34289.29,34289.29,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
594,21131,intelligent_power_pack_id,1,10-09-2024,18:54:07,35728.53,35728.53,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
595,14770,generic_lithium_ion_pack_id,1,26-11-2024,16:31:57,64124.9,64124.9,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
596,8069,universal_battery_pack_id,1,07-02-2024,18:37:09,38227.56,38227.56,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
597,21202,universal_battery_pack_id,1,13-03-2024,17:06:33,55456.14,55456.14,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
598,16903,high_capacity_li_ion_id,1,26-08-2024,13:26:22,61572.98,61572.98,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
599,2061,generic_lithium_ion_pack_id,1,04-05-2024,11:49:00,56632.18,56632.18,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
600,20305,universal_battery_pack_id,1,15-08-2024,17:23:02,55714.82,55714.82,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
601,15438,intelligent_power_pack_id,1,09-03-2024,16:27:08,26993.0,26993.0,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
602,2838,intelligent_power_pack_id,1,07-10-2024,13:00:48,40593.24,40593.24,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
603,8263,generic_lithium_ion_pack_id,1,18-12-2024,19:03:24,58773.3,58773.3,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
604,19826,high_capacity_li_ion_id,1,06-10-2024,17:41:59,107560.56,107560.56,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
605,15429,universal_battery_pack_id,1,12-09-2024,15:01:26,49582.46,49582.46,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
606,12635,quick_swap_power_pack_id,1,23-03-2024,16:53:12,43493.53,43493.53,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
607,14627,intelligent_power_pack_id,1,02-04-2024,20:19:31,25987.74,25987.74,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
608,1534,generic_lithium_ion_pack_id,1,08-07-2024,16:21:23,36342.89,36342.89,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
609,15444,universal_battery_pack_id,1,24-01-2024,17:26:44,43081.85,43081.85,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
610,1080,quick_swap_power_pack_id,1,21-02-2024,21:22:58,47736.44,47736.44,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
611,2439,intelligent_power_pack_id,1,19-03-2024,16:43:26,31890.3,31890.3,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
612,20758,generic_lithium_ion_pack_id,1,28-04-2024,20:45:20,40549.48,40549.48,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
613,17442,quick_swap_power_pack_id,1,20-12-2024,19:35:00,39320.3,39320.3,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
614,7113,intelligent_power_pack_id,1,04-11-2024,12:21:01,43447.97,43447.97,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
615,12746,quick_swap_power_pack_id,1,21-11-2024,14:30:06,30796.63,30796.63,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
616,5777,quick_swap_power_pack_id,1,21-01-2024,18:00:25,32455.21,32455.21,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
617,2455,generic_lithium_ion_pack_id,1,18-05-2024,19:07:28,39226.22,39226.22,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
618,8300,quick_swap_power_pack_id,1,12-09-2024,16:04:58,34510.06,34510.06,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
619,5095,generic_lithium_ion_pack_id,1,07-03-2024,17:04:40,37723.31,37723.31,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
620,3652,quick_swap_power_pack_id,1,22-01-2024,13:21:01,31339.44,31339.44,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
621,18667,quick_swap_power_pack_id,1,23-09-2024,19:49:29,38684.08,38684.08,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
622,16760,intelligent_power_pack_id,1,13-05-2024,19:11:17,26238.74,26238.74,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
623,6016,generic_lithium_ion_pack_id,1,04-03-2024,19:38:31,56354.65,56354.65,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
624,14532,high_capacity_li_ion_id,1,09-10-2024,13:13:21,83218.43,83218.43,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
625,17300,high_capacity_li_ion_id,1,22-04-2024,15:36:35,107439.1,107439.1,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
626,7573,high_capacity_li_ion_id,1,25-05-2024,20:18:38,104335.89,104335.89,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
627,1469,quick_swap_power_pack_id,1,31-08-2024,15:23:21,40649.41,40649.41,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
628,6381,quick_swap_power_pack_id,1,18-09-2024,20:07:59,33532.73,33532.73,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
629,14787,quick_swap_power_pack_id,1,21-10-2024,18:47:53,49190.62,49190.62,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
630,2540,high_capacity_li_ion_id,1,07-02-2024,11:48:50,83203.68,83203.68,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
631,11265,intelligent_power_pack_id,1,18-12-2024,19:49:28,38614.97,38614.97,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
632,10456,universal_battery_pack_id,2,14-06-2024,12:10:03,51557.92,103115.83,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
633,17551,high_capacity_li_ion_id,1,26-04-2024,18:50:54,116629.49,116629.49,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
634,440,universal_battery_pack_id,1,04-06-2024,12:16:34,53864.74,53864.74,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
635,11562,high_capacity_li_ion_id,1,25-07-2024,18:41:14,78725.21,78725.21,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
636,3553,intelligent_power_pack_id,1,04-11-2024,17:29:42,42955.04,42955.04,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
637,13835,high_capacity_li_ion_id,1,03-06-2024,11:28:13,89646.92,89646.92,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
638,11493,quick_swap_power_pack_id,1,16-03-2024,17:26:25,48289.15,48289.15,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
639,13523,quick_swap_power_pack_id,1,10-03-2024,12:54:17,38098.94,38098.94,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
640,10044,high_capacity_li_ion_id,1,27-02-2024,21:52:02,105052.83,105052.83,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
641,10636,intelligent_power_pack_id,1,15-05-2024,20:35:45,41764.62,41764.62,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
642,833,intelligent_power_pack_id,1,30-07-2024,19:07:45,49569.39,49569.39,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
643,11487,intelligent_power_pack_id,1,28-01-2024,16:05:35,48981.82,48981.82,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
644,6928,high_capacity_li_ion_id,1,01-11-2024,20:57:33,92376.29,92376.29,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
645,20586,generic_lithium_ion_pack_id,1,03-03-2024,13:24:27,68247.34,68247.34,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
646,7688,generic_lithium_ion_pack_id,1,27-09-2024,18:51:37,67403.55,67403.55,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
647,17404,quick_swap_power_pack_id,1,05-02-2024,13:34:07,37044.04,37044.04,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
648,3704,universal_battery_pack_id,1,30-01-2024,13:06:24,59999.05,59999.05,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
649,20547,intelligent_power_pack_id,1,26-12-2024,18:34:38,30194.49,30194.49,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
650,2820,high_capacity_li_ion_id,1,24-02-2024,19:35:17,65650.68,65650.68,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
651,14903,intelligent_power_pack_id,1,29-10-2024,19:27:25,44245.97,44245.97,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
652,8093,generic_lithium_ion_pack_id,1,17-06-2024,20:45:10,69585.17,69585.17,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
653,4713,quick_swap_power_pack_id,1,03-03-2024,20:08:33,40607.64,40607.64,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
654,10149,intelligent_power_pack_id,1,19-04-2024,18:54:34,36471.1,36471.1,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
655,6453,high_capacity_li_ion_id,1,15-04-2024,11:48:16,64467.17,64467.17,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
656,16909,intelligent_power_pack_id,1,03-05-2024,15:26:39,35160.66,35160.66,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
657,5022,high_capacity_li_ion_id,1,13-05-2024,14:23:37,111093.8,111093.8,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
